,상품명,url,가격,성별,대분류 이름,중분류 이름,대분류 번호,중분류 번호
1638,오버사이즈 데님 트러커 재킷 [라이트 인디고],https://www.musinsa.com/app/goods/2447784,79900,"
남
",아우터,트러커재킷,002,002017
1639,나일론 미니 크로스 백 [블랙],https://www.musinsa.com/app/goods/2219064,29900,"
남
여
",가방,메신저/크로스백,004,004002
1640,빅 사이즈 윈도우 체크 머플러 [블랙],https://www.musinsa.com/app/goods/2106626,29900,"
남
여
",액세서리,머플러,011,011010
1641,우먼즈 오버사이즈 실키 셔츠 [블랙],https://www.musinsa.com/app/goods/2126184,29900,"
여
",상의,셔츠/블라우스,001,001002
1642,헤비웨이트 오버사이즈 스웨트셔츠 [멜란지 라이트 그레이],https://www.musinsa.com/app/goods/1801430,39900,"
남
",상의,맨투맨/스웨트셔츠,001,001005
1643,헤비웨이트 오버사이즈 스웨트셔츠 [블루 그레이],https://www.musinsa.com/app/goods/1642895,39900,"
남
",상의,맨투맨/스웨트셔츠,001,001005
1644,릴렉스드 테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 브라운]...,https://www.musinsa.com/app/goods/2032909,39900,"
남
",바지,슈트팬츠/슬랙스,003,003008
1645,CALIK 슬림 크롭 데님 팬츠 [크림],https://www.musinsa.com/app/goods/2028332,79900,"
남
",바지,데님팬츠,003,003002
1646,우먼즈 베이식 크루 넥 반팔 티셔츠 [라이트 그린],https://www.musinsa.com/app/goods/1417701,13900,"
여
",상의,반소매티셔츠,001,001001
1647,스트라이프 보트 넥 긴팔 티셔츠 [아이보리/블루],https://www.musinsa.com/app/goods/1349498,29900,"
남
",상의,긴소매티셔츠,001,001010
1648,우먼즈 트랜스폼 라운드 넥 라이트 다운 재킷 [다크 베이지...,https://www.musinsa.com/app/goods/1114848,59900,"
여
",아우터,기타아우터,002,002015
1649,코튼 린넨 테이퍼드 이지 팬츠 [네이비],https://www.musinsa.com/app/goods/1009420,31900,"
남
",바지,코튼팬츠,003,003007
1650,커브드 와이드 치노 팬츠 [카키],https://www.musinsa.com/app/goods/2602313,51900,"
남
",바지,코튼팬츠,003,003007
1651,[짱구대디 컬래버] CONE 스트레이트 데님 팬츠 [미디엄...,https://www.musinsa.com/app/goods/2993133,89900,"
남
",바지,데님팬츠,003,003002
1652,나일론 투웨이 헬멧 백 [블랙],https://www.musinsa.com/app/goods/2219061,49900,"
남
여
",가방,메신저/크로스백,004,004002
1653,오픈 칼라 쇼트 슬리브 셔츠 [카키],https://www.musinsa.com/app/goods/1063859,31900,"
남
",상의,셔츠/블라우스,001,001002
1654,우먼즈 릴렉스드 보트 넥 긴팔 티셔츠 [블랙],https://www.musinsa.com/app/goods/2514366,18900,"
여
",상의,긴소매티셔츠,001,001010
1655,[쿨탠다드] 베이식 크루 넥 반팔 티셔츠 [다크 그레이],https://www.musinsa.com/app/goods/2341454,17900,"
남
",상의,반소매티셔츠,001,001001
1656,릴렉스 핏 크루 넥 반팔 티셔츠 [올리브],https://www.musinsa.com/app/goods/1431744,15900,"
남
",상의,반소매티셔츠,001,001001
